Country Code,Country,Series Name,Year,Inflation Rate
VEN,"Venezuela, RB",Headline Consumer Price Inflation,1987,28.12
VNM,Vietnam,Headline Consumer Price Inflation,1987,360.36
VUT,Vanuatu,Headline Consumer Price Inflation,1987,16.04
WSM,Samoa,Headline Consumer Price Inflation,1987,11.16
YEM,"Yemen, Rep.",Headline Consumer Price Inflation,1987,2.8
ZAF,South Africa,Headline Consumer Price Inflation,1987,16.16
ZMB,Zambia,Headline Consumer Price Inflation,1987,47.03
ZWE,Zimbabwe,Headline Consumer Price Inflation,1987,12.78
VGB,British Virgin Islands,Headline Consumer Price Inflation,1987,
XXK,Kosovo,Headline Consumer Price Inflation,1987,
LIE,Liechtenstein,Headline Consumer Price Inflation,1987,
MTQ,Martinique,Headline Consumer Price Inflation,1987,
MSR,Montserrat,Headline Consumer Price Inflation,1987,
NCL,New Caledonia,Headline Consumer Price Inflation,1987,
NIU,Niue,Headline Consumer Price Inflation,1987,
SHN,Saint Helena,Headline Consumer Price Inflation,1987,
TLS,Timor-Leste,Headline Consumer Price Inflation,1987,
TCA,Turks and Caicos Islands,Headline Consumer Price Inflation,1987,
ABW,Aruba,Energy Consumer Price Inflation,1987,
AFG,Afghanistan,Energy Consumer Price Inflation,1987,12.7
ALB,Albania,Energy Consumer Price Inflation,1987,
ARE,United Arab Emirates,Energy Consumer Price Inflation,1987,
ARG,Argentina,Energy Consumer Price Inflation,1987,127.3
ARM,Armenia,Energy Consumer Price Inflation,1987,
AUS,Australia,Energy Consumer Price Inflation,1987,7.26
AUT,Austria,Energy Consumer Price Inflation,1987,-5.3
AZE,Azerbaijan,Energy Consumer Price Inflation,1987,
BDI,Burundi,Energy Consumer Price Inflation,1987,
BEL,Belgium,Energy Consumer Price Inflation,1987,4.27
BEN,Benin,Energy Consumer Price Inflation,1987,
BFA,Burkina Faso,Energy Consumer Price Inflation,1987,-12.8
BGD,Bangladesh,Energy Consumer Price Inflation,1987,1.7
BGR,Bulgaria,Energy Consumer Price Inflation,1987,
BHR,Bahrain,Energy Consumer Price Inflation,1987,-0.2
BHS,"Bahamas, The",Energy Consumer Price Inflation,1987,
BIH,Bosnia and Herzegovina,Energy Consumer Price Inflation,1987,
BLR,Belarus,Energy Consumer Price Inflation,1987,
BLZ,Belize,Energy Consumer Price Inflation,1987,
BOL,Bolivia,Energy Consumer Price Inflation,1987,18.8
BRA,Brazil,Energy Consumer Price Inflation,1987,
BRB,Barbados,Energy Consumer Price Inflation,1987,0.5
BRN,Brunei Darussalam,Energy Consumer Price Inflation,1987,
BTN,Bhutan,Energy Consumer Price Inflation,1987,5.6
BWA,Botswana,Energy Consumer Price Inflation,1987,
CAF,Central African Republic,Energy Consumer Price Inflation,1987,-9.5
CAN,Canada,Energy Consumer Price Inflation,1987,0.4
CHE,Switzerland,Energy Consumer Price Inflation,1987,1.42
CHL,Chile,Energy Consumer Price Inflation,1987,
CHN,China,Energy Consumer Price Inflation,1987,3.6
CIV,Côte d'Ivoire,Energy Consumer Price Inflation,1987,4.5
CMR,Cameroon,Energy Consumer Price Inflation,1987,
COD,"Congo, Dem. Rep.",Energy Consumer Price Inflation,1987,
COG,"Congo, Rep.",Energy Consumer Price Inflation,1987,1.5
COL,Colombia,Energy Consumer Price Inflation,1987,
COM,Comoros,Energy Consumer Price Inflation,1987,
CPV,Cabo Verde,Energy Consumer Price Inflation,1987,0.0
CRI,Costa Rica,Energy Consumer Price Inflation,1987,9.0
CUW,Curacao,Energy Consumer Price Inflation,1987,
CYP,Cyprus,Energy Consumer Price Inflation,1987,-10.2
CZE,Czech Republic,Energy Consumer Price Inflation,1987,
DEU,Germany,Energy Consumer Price Inflation,1987,-9.3
DJI,Djibouti,Energy Consumer Price Inflation,1987,
DMA,Dominica,Energy Consumer Price Inflation,1987,2.0
DNK,Denmark,Energy Consumer Price Inflation,1987,6.1
DOM,Dominican Republic,Energy Consumer Price Inflation,1987,
DZA,Algeria,Energy Consumer Price Inflation,1987,
ECU,Ecuador,Energy Consumer Price Inflation,1987,55.7
EGY,"Egypt, Arab Rep.",Energy Consumer Price Inflation,1987,2.9
ESP,Spain,Energy Consumer Price Inflation,1987,-3.9
EST,Estonia,Energy Consumer Price Inflation,1987,
ETH,Ethiopia,Energy Consumer Price Inflation,1987,9.7
FIN,Finland,Energy Consumer Price Inflation,1987,2.9
FJI,Fiji,Energy Consumer Price Inflation,1987,3.7
FRA,France,Energy Consumer Price Inflation,1987,-3.1
GAB,Gabon,Energy Consumer Price Inflation,1987,
GBR,United Kingdom,Energy Consumer Price Inflation,1987,-0.1
GEO,Georgia,Energy Consumer Price Inflation,1987,
GHA,Ghana,Energy Consumer Price Inflation,1987,
GIN,Guinea,Energy Consumer Price Inflation,1987,
GMB,"Gambia, The",Energy Consumer Price Inflation,1987,30.4
GNB,Guinea-Bissau,Energy Consumer Price Inflation,1987,
GNQ,Equatorial Guinea,Energy Consumer Price Inflation,1987,
GRC,Greece,Energy Consumer Price Inflation,1987,9.3
GRD,Grenada,Energy Consumer Price Inflation,1987,-3.8
GTM,Guatemala,Energy Consumer Price Inflation,1987,
HND,Honduras,Energy Consumer Price Inflation,1987,0.0
HRV,Croatia,Energy Consumer Price Inflation,1987,137.5
HTI,Haiti,Energy Consumer Price Inflation,1987,-0.5
HUN,Hungary,Energy Consumer Price Inflation,1987,6.5
IDN,Indonesia,Energy Consumer Price Inflation,1987,1.5
IND,India,Energy Consumer Price Inflation,1987,4.9
IRL,Ireland,Energy Consumer Price Inflation,1987,4.35
IRN,"Iran, Islamic Rep.",Energy Consumer Price Inflation,1987,24.0
IRQ,Iraq,Energy Consumer Price Inflation,1987,6.4
ISL,Iceland,Energy Consumer Price Inflation,1987,12.3
ISR,Israel,Energy Consumer Price Inflation,1987,17.9
ITA,Italy,Energy Consumer Price Inflation,1987,0.5
JAM,Jamaica,Energy Consumer Price Inflation,1987,3.9
JOR,Jordan,Energy Consumer Price Inflation,1987,-2.0
JPN,Japan,Energy Consumer Price Inflation,1987,2.85
KAZ,Kazakhstan,Energy Consumer Price Inflation,1987,
KEN,Kenya,Energy Consumer Price Inflation,1987,10.6
KGZ,Kyrgyz Republic,Energy Consumer Price Inflation,1987,
KHM,Cambodia,Energy Consumer Price Inflation,1987,
KNA,St. Kitts and Nevis,Energy Consumer Price Inflation,1987,-3.1
KOR,"Korea, Rep.",Energy Consumer Price Inflation,1987,2.44
KWT,Kuwait,Energy Consumer Price Inflation,1987,-0.4
LAO,Lao PDR,Energy Consumer Price Inflation,1987,
LBN,Lebanon,Energy Consumer Price Inflation,1987,192.8
LBR,Liberia,Energy Consumer Price Inflation,1987,0.2
LCA,St. Lucia,Energy Consumer Price Inflation,1987,-1.4
LKA,Sri Lanka,Energy Consumer Price Inflation,1987,0.8
LSO,Lesotho,Energy Consumer Price Inflation,1987,-2.8
LTU,Lithuania,Energy Consumer Price Inflation,1987,
LUX,Luxembourg,Energy Consumer Price Inflation,1987,-3.1
LVA,Latvia,Energy Consumer Price Inflation,1987,
MAR,Morocco,Energy Consumer Price Inflation,1987,
MDA,Moldova,Energy Consumer Price Inflation,1987,
MDG,Madagascar,Energy Consumer Price Inflation,1987,17.1
MDV,Maldives,Energy Consumer Price Inflation,1987,
MEX,Mexico,Energy Consumer Price Inflation,1987,116.8
MKD,"Macedonia, FYR",Energy Consumer Price Inflation,1987,142.6
MLI,Mali,Energy Consumer Price Inflation,1987,
MLT,Malta,Energy Consumer Price Inflation,1987,-5.7
MMR,Myanmar,Energy Consumer Price Inflation,1987,18.0
MNG,Mongolia,Energy Consumer Price Inflation,1987,
MOZ,Mozambique,Energy Consumer Price Inflation,1987,
MRT,Mauritania,Energy Consumer Price Inflation,1987,
MUS,Mauritius,Energy Consumer Price Inflation,1987,-1.5
MWI,Malawi,Energy Consumer Price Inflation,1987,
MYS,Malaysia,Energy Consumer Price Inflation,1987,
NAM,Namibia,Energy Consumer Price Inflation,1987,
NER,Niger,Energy Consumer Price Inflation,1987,
NGA,Nigeria,Energy Consumer Price Inflation,1987,15.7
NIC,Nicaragua,Energy Consumer Price Inflation,1987,
NLD,Netherlands,Energy Consumer Price Inflation,1987,-15.26
NOR,Norway,Energy Consumer Price Inflation,1987,7.33
NPL,Nepal,Energy Consumer Price Inflation,1987,3.1
NZL,New Zealand,Energy Consumer Price Inflation,1987,19.1
OMN,Oman,Energy Consumer Price Inflation,1987,
PAK,Pakistan,Energy Consumer Price Inflation,1987,2.3
PAN,Panama,Energy Consumer Price Inflation,1987,-1.9
PER,Peru,Energy Consumer Price Inflation,1987,16.8
PHL,Philippines,Energy Consumer Price Inflation,1987,0.0
PNG,Papua New Guinea,Energy Consumer Price Inflation,1987,
POL,Poland,Energy Consumer Price Inflation,1987,40.0
PRT,Portugal,Energy Consumer Price Inflation,1987,9.74
PRY,Paraguay,Energy Consumer Price Inflation,1987,
QAT,Qatar,Energy Consumer Price Inflation,1987,3.05
ROU,Romania,Energy Consumer Price Inflation,1987,3.0
RUS,Russian Federation,Energy Consumer Price Inflation,1987,
RWA,Rwanda,Energy Consumer Price Inflation,1987,3.4
SAU,Saudi Arabia,Energy Consumer Price Inflation,1987,0.4
SDN,Sudan,Energy Consumer Price Inflation,1987,38.1
SEN,Senegal,Energy Consumer Price Inflation,1987,1.4
SGP,Singapore,Energy Consumer Price Inflation,1987,-1.53
SLE,Sierra Leone,Energy Consumer Price Inflation,1987,192.4
SLV,El Salvador,Energy Consumer Price Inflation,1987,33.9
STP,São Tomé and Principe,Energy Consumer Price Inflation,1987,2.7
SUR,Suriname,Energy Consumer Price Inflation,1987,0.0
SVK,Slovak Republic,Energy Consumer Price Inflation,1987,132.3
SVN,Slovenia,Energy Consumer Price Inflation,1987,3.56
SWE,Sweden,Energy Consumer Price Inflation,1987,-4.0
SWZ,Swaziland,Energy Consumer Price Inflation,1987,6.9
SYC,Seychelles,Energy Consumer Price Inflation,1987,13.0
SYR,Syrian Arab Republic,Energy Consumer Price Inflation,1987,2.7
TCD,Chad,Energy Consumer Price Inflation,1987,0.0
TGO,Togo,Energy Consumer Price Inflation,1987,0.6
THA,Thailand,Energy Consumer Price Inflation,1987,
TJK,Tajikistan,Energy Consumer Price Inflation,1987,-3.3
TON,Tonga,Energy Consumer Price Inflation,1987,1.3
TTO,Trinidad and Tobago,Energy Consumer Price Inflation,1987,3.0
TUN,Tunisia,Energy Consumer Price Inflation,1987,
TUR,Turkey,Energy Consumer Price Inflation,1987,29.3
TZA,Tanzania,Energy Consumer Price Inflation,1987,
UGA,Uganda,Energy Consumer Price Inflation,1987,
UKR,Ukraine,Energy Consumer Price Inflation,1987,65.06
URY,Uruguay,Energy Consumer Price Inflation,1987,3.04
USA,United States,Energy Consumer Price Inflation,1987,
VCT,St. Vincent and the Grenadines,Energy Consumer Price Inflation,1987,1.5
VEN,"Venezuela, RB",Energy Consumer Price Inflation,1987,17.6
VGB,British Virgin Islands,Energy Consumer Price Inflation,1987,
VNM,Vietnam,Energy Consumer Price Inflation,1987,
VUT,Vanuatu,Energy Consumer Price Inflation,1987,
WSM,Samoa,Energy Consumer Price Inflation,1987,
ZAF,South Africa,Energy Consumer Price Inflation,1987,11.1
ZMB,Zambia,Energy Consumer Price Inflation,1987,
ZWE,Zimbabwe,Energy Consumer Price Inflation,1987,1.4
VGB,British Virgin Islands,Energy Consumer Price Inflation,1987,
NCL,New Caledonia,Energy Consumer Price Inflation,1987,
ABW,Aruba,Food Consumer Price Inflation,1987,
AFG,Afghanistan,Food Consumer Price Inflation,1987,24.2
AGO,Angola,Food Consumer Price Inflation,1987,
ALB,Albania,Food Consumer Price Inflation,1987,
ARE,United Arab Emirates,Food Consumer Price Inflation,1987,
ARG,Argentina,Food Consumer Price Inflation,1987,98.1
ARM,Armenia,Food Consumer Price Inflation,1987,
ATG,Antigua and Barbuda,Food Consumer Price Inflation,1987,6.5
AUS,Australia,Food Consumer Price Inflation,1987,5.42
AUT,Austria,Food Consumer Price Inflation,1987,0.24
AZE,Azerbaijan,Food Consumer Price Inflation,1987,
BDI,Burundi,Food Consumer Price Inflation,1987,-0.8
BEL,Belgium,Food Consumer Price Inflation,1987,-0.4
BEN,Benin,Food Consumer Price Inflation,1987,-0.8
BFA,Burkina Faso,Food Consumer Price Inflation,1987,-11.3
BGD,Bangladesh,Food Consumer Price Inflation,1987,10.4
BGR,Bulgaria,Food Consumer Price Inflation,1987,0.0
BHR,Bahrain,Food Consumer Price Inflation,1987,-4.3
BHS,"Bahamas, The",Food Consumer Price Inflation,1987,4.8
BIH,Bosnia and Herzegovina,Food Consumer Price Inflation,1987,
BLR,Belarus,Food Consumer Price Inflation,1987,4.5
BLZ,Belize,Food Consumer Price Inflation,1987,1.7
BOL,Bolivia,Food Consumer Price Inflation,1987,10.3
BRA,Brazil,Food Consumer Price Inflation,1987,196.78
BRB,Barbados,Food Consumer Price Inflation,1987,4.6
BRN,Brunei Darussalam,Food Consumer Price Inflation,1987,1.0
BTN,Bhutan,Food Consumer Price Inflation,1987,6.4
BWA,Botswana,Food Consumer Price Inflation,1987,10.7
CAF,Central African Republic,Food Consumer Price Inflation,1987,-9.9
CAN,Canada,Food Consumer Price Inflation,1987,4.54
CHE,Switzerland,Food Consumer Price Inflation,1987,0.77
CHL,Chile,Food Consumer Price Inflation,1987,24.1
CHN,China,Food Consumer Price Inflation,1987,8.9
CIV,Côte d'Ivoire,Food Consumer Price Inflation,1987,12.0
CMR,Cameroon,Food Consumer Price Inflation,1987,5.7
COD,"Congo, Dem. Rep.",Food Consumer Price Inflation,1987,
COG,"Congo, Rep.",Food Consumer Price Inflation,1987,0.6
COL,Colombia,Food Consumer Price Inflation,1987,26.8
COM,Comoros,Food Consumer Price Inflation,1987,
CPV,Cabo Verde,Food Consumer Price Inflation,1987,4.3
CRI,Costa Rica,Food Consumer Price Inflation,1987,14.7
CUW,Curacao,Food Consumer Price Inflation,1987,
CYP,Cyprus,Food Consumer Price Inflation,1987,2.9
CZE,Czech Republic,Food Consumer Price Inflation,1987,0.2
DEU,Germany,Food Consumer Price Inflation,1987,-0.53
DJI,Djibouti,Food Consumer Price Inflation,1987,
DMA,Dominica,Food Consumer Price Inflation,1987,8.4
DNK,Denmark,Food Consumer Price Inflation,1987,0.88
DOM,Dominican Republic,Food Consumer Price Inflation,1987,20.5
DZA,Algeria,Food Consumer Price Inflation,1987,7.6
ECU,Ecuador,Food Consumer Price Inflation,1987,28.7
EGY,"Egypt, Arab Rep.",Food Consumer Price Inflation,1987,22.6
ESP,Spain,Food Consumer Price Inflation,1987,5.04
EST,Estonia,Food Consumer Price Inflation,1987,
ETH,Ethiopia,Food Consumer Price Inflation,1987,-6.1
FIN,Finland,Food Consumer Price Inflation,1987,2.34
FJI,Fiji,Food Consumer Price Inflation,1987,6.1
FRA,France,Food Consumer Price Inflation,1987,3.15
GAB,Gabon,Food Consumer Price Inflation,1987,-0.2
GBR,United Kingdom,Food Consumer Price Inflation,1987,3.13
GEO,Georgia,Food Consumer Price Inflation,1987,
GHA,Ghana,Food Consumer Price Inflation,1987,38.5
GIN,Guinea,Food Consumer Price Inflation,1987,
GMB,"Gambia, The",Food Consumer Price Inflation,1987,23.4
GNB,Guinea-Bissau,Food Consumer Price Inflation,1987,
GNQ,Equatorial Guinea,Food Consumer Price Inflation,1987,
GRC,Greece,Food Consumer Price Inflation,1987,12.62
GRD,Grenada,Food Consumer Price Inflation,1987,-0.2
GTM,Guatemala,Food Consumer Price Inflation,1987,15.4
GUY,Guyana,Food Consumer Price Inflation,1987,30.0
HKG,Hong Kong SAR,Food Consumer Price Inflation,1987,5.05
HND,Honduras,Food Consumer Price Inflation,1987,0.6
HRV,Croatia,Food Consumer Price Inflation,1987,131.9
HTI,Haiti,Food Consumer Price Inflation,1987,-18.9
HUN,Hungary,Food Consumer Price Inflation,1987,9.54
IDN,Indonesia,Food Consumer Price Inflation,1987,11.0
IND,India,Food Consumer Price Inflation,1987,9.9
IRL,Ireland,Food Consumer Price Inflation,1987,2.64
IRN,"Iran, Islamic Rep.",Food Consumer Price Inflation,1987,23.6
IRQ,Iraq,Food Consumer Price Inflation,1987,23.1
ISL,Iceland,Food Consumer Price Inflation,1987,16.72
ISR,Israel,Food Consumer Price Inflation,1987,15.73
ITA,Italy,Food Consumer Price Inflation,1987,3.63
JAM,Jamaica,Food Consumer Price Inflation,1987,7.4
JOR,Jordan,Food Consumer Price Inflation,1987,-1.5
JPN,Japan,Food Consumer Price Inflation,1987,-0.92
KAZ,Kazakhstan,Food Consumer Price Inflation,1987,
KEN,Kenya,Food Consumer Price Inflation,1987,3.8
KGZ,Kyrgyz Republic,Food Consumer Price Inflation,1987,
KHM,Cambodia,Food Consumer Price Inflation,1987,
KNA,St. Kitts and Nevis,Food Consumer Price Inflation,1987,0.6
KOR,"Korea, Rep.",Food Consumer Price Inflation,1987,3.09
KWT,Kuwait,Food Consumer Price Inflation,1987,-1.9
LAO,Lao PDR,Food Consumer Price Inflation,1987,
LBN,Lebanon,Food Consumer Price Inflation,1987,478.4
LBR,Liberia,Food Consumer Price Inflation,1987,0.2
LBY,Libya,Food Consumer Price Inflation,1987,
LCA,St. Lucia,Food Consumer Price Inflation,1987,11.3
LKA,Sri Lanka,Food Consumer Price Inflation,1987,8.7
LSO,Lesotho,Food Consumer Price Inflation,1987,12.7
LTU,Lithuania,Food Consumer Price Inflation,1987,5.9
LUX,Luxembourg,Food Consumer Price Inflation,1987,-1.34
LVA,Latvia,Food Consumer Price Inflation,1987,
MAR,Morocco,Food Consumer Price Inflation,1987,
MDA,Moldova,Food Consumer Price Inflation,1987,
MDG,Madagascar,Food Consumer Price Inflation,1987,21.1
MDV,Maldives,Food Consumer Price Inflation,1987,
MEX,Mexico,Food Consumer Price Inflation,1987,130.91
MKD,"Macedonia, FYR",Food Consumer Price Inflation,1987,105.8
MLI,Mali,Food Consumer Price Inflation,1987,-14.1
MLT,Malta,Food Consumer Price Inflation,1987,0.7
MMR,Myanmar,Food Consumer Price Inflation,1987,26.7
MNE,Montenegro,Food Consumer Price Inflation,1987,
MNG,Mongolia,Food Consumer Price Inflation,1987,
MOZ,Mozambique,Food Consumer Price Inflation,1987,
MRT,Mauritania,Food Consumer Price Inflation,1987,
MUS,Mauritius,Food Consumer Price Inflation,1987,2.5
MWI,Malawi,Food Consumer Price Inflation,1987,26.8
MYS,Malaysia,Food Consumer Price Inflation,1987,-0.5
NAM,Namibia,Food Consumer Price Inflation,1987,17.1
NCL,New Caledonia,Food Consumer Price Inflation,1987,-4.1
NER,Niger,Food Consumer Price Inflation,1987,-4.1
NGA,Nigeria,Food Consumer Price Inflation,1987,17.8
NIC,Nicaragua,Food Consumer Price Inflation,1987,990.7
NLD,Netherlands,Food Consumer Price Inflation,1987,-2.05
NOR,Norway,Food Consumer Price Inflation,1987,7.59
NPL,Nepal,Food Consumer Price Inflation,1987,12.4
NZL,New Zealand,Food Consumer Price Inflation,1987,11.9
OMN,Oman,Food Consumer Price Inflation,1987,0.7
PAK,Pakistan,Food Consumer Price Inflation,1987,6.0
PAN,Panama,Food Consumer Price Inflation,1987,2.6
PER,Peru,Food Consumer Price Inflation,1987,65.6
PHL,Philippines,Food Consumer Price Inflation,1987,3.8
PNG,Papua New Guinea,Food Consumer Price Inflation,1987,2.4
POL,Poland,Food Consumer Price Inflation,1987,23.2
PRT,Portugal,Food Consumer Price Inflation,1987,8.58
PRY,Paraguay,Food Consumer Price Inflation,1987,23.8
QAT,Qatar,Food Consumer Price Inflation,1987,1.4
ROU,Romania,Food Consumer Price Inflation,1987,1.7
RUS,Russian Federation,Food Consumer Price Inflation,1987,
RWA,Rwanda,Food Consumer Price Inflation,1987,7.8
SAU,Saudi Arabia,Food Consumer Price Inflation,1987,-1.0
SDN,Sudan,Food Consumer Price Inflation,1987,79.6
SEN,Senegal,Food Consumer Price Inflation,1987,2.1
SGP,Singapore,Food Consumer Price Inflation,1987,-0.16
SLE,Sierra Leone,Food Consumer Price Inflation,1987,177.5
SLV,El Salvador,Food Consumer Price Inflation,1987,25.4
SRB,Serbia,Food Consumer Price Inflation,1987,
STP,São Tomé and Principe,Food Consumer Price Inflation,1987,
SUR,Suriname,Food Consumer Price Inflation,1987,79.4
SVK,Slovak Republic,Food Consumer Price Inflation,1987,0.2
SVN,Slovenia,Food Consumer Price Inflation,1987,123.1
SWE,Sweden,Food Consumer Price Inflation,1987,3.09
SWZ,Swaziland,Food Consumer Price Inflation,1987,15.4
SYC,Seychelles,Food Consumer Price Inflation,1987,3.2
SYR,Syrian Arab Republic,Food Consumer Price Inflation,1987,63.7
TCD,Chad,Food Consumer Price Inflation,1987,
TGO,Togo,Food Consumer Price Inflation,1987,-0.9
THA,Thailand,Food Consumer Price Inflation,1987,2.18
TJK,Tajikistan,Food Consumer Price Inflation,1987,
TON,Tonga,Food Consumer Price Inflation,1987,3.5
TTO,Trinidad and Tobago,Food Consumer Price Inflation,1987,19.4
TUN,Tunisia,Food Consumer Price Inflation,1987,6.5
TUR,Turkey,Food Consumer Price Inflation,1987,43.03
TZA,Tanzania,Food Consumer Price Inflation,1987,30.6
UGA,Uganda,Food Consumer Price Inflation,1987,197.0
UKR,Ukraine,Food Consumer Price Inflation,1987,4.7
URY,Uruguay,Food Consumer Price Inflation,1987,59.6
USA,United States,Food Consumer Price Inflation,1987,4.07
UZB,Uzbekistan,Food Consumer Price Inflation,1987,
VCT,St. Vincent and the Grenadines,Food Consumer Price Inflation,1987,3.7
VEN,"Venezuela, RB",Food Consumer Price Inflation,1987,41.5
VGB,British Virgin Islands,Food Consumer Price Inflation,1987,
VNM,Vietnam,Food Consumer Price Inflation,1987,
VUT,Vanuatu,Food Consumer Price Inflation,1987,13.0
WSM,Samoa,Food Consumer Price Inflation,1987,
YEM,"Yemen, Rep.",Food Consumer Price Inflation,1987,3.6
ZAF,South Africa,Food Consumer Price Inflation,1987,22.74
ZMB,Zambia,Food Consumer Price Inflation,1987,62.1
ZWE,Zimbabwe,Food Consumer Price Inflation,1987,15.9
VGB,British Virgin Islands,Food Consumer Price Inflation,1987,
NCL,New Caledonia,Food Consumer Price Inflation,1987,
AFG,Afghanistan,Official Core Consumer Price Inflation,1987,
ALB,Albania,Official Core Consumer Price Inflation,1987,
AUS,Australia,Official Core Consumer Price Inflation,1987,25.94
AUT,Austria,Official Core Consumer Price Inflation,1987,2.1
ARM,Armenia,Official Core Consumer Price Inflation,1987,
AZE,Azerbaijan,Official Core Consumer Price Inflation,1987,
BEL,Belgium,Official Core Consumer Price Inflation,1987,3.74
BGR,Bulgaria,Official Core Consumer Price Inflation,1987,
BLR,Belarus,Official Core Consumer Price Inflation,1987,
BRA,Brazil,Official Core Consumer Price Inflation,1987,
CAN,Canada,Official Core Consumer Price Inflation,1987,4.49
CHE,Switzerland,Official Core Consumer Price Inflation,1987,2.06
CHL,Chile,Official Core Consumer Price Inflation,1987,
CHN,China,Official Core Consumer Price Inflation,1987,
CMR,Cameroon,Official Core Consumer Price Inflation,1987,
COL,Colombia,Official Core Consumer Price Inflation,1987,
CRI,Costa Rica,Official Core Consumer Price Inflation,1987,
CYP,Cyprus,Official Core Consumer Price Inflation,1987,
CZE,Czech Republic,Official Core Consumer Price Inflation,1987,
DEU,Germany,Official Core Consumer Price Inflation,1987,1.21
DJI,Djibouti,Official Core Consumer Price Inflation,1987,-5.95
DNK,Denmark,Official Core Consumer Price Inflation,1987,-14.04
DOM,Dominican Republic,Official Core Consumer Price Inflation,1987,
EGY,"Egypt, Arab Rep.",Official Core Consumer Price Inflation,1987,
ESP,Spain,Official Core Consumer Price Inflation,1987,6.59
EST,Estonia,Official Core Consumer Price Inflation,1987,
ETH,Ethiopia,Official Core Consumer Price Inflation,1987,
FIN,Finland,Official Core Consumer Price Inflation,1987,4.62
FRA,France,Official Core Consumer Price Inflation,1987,3.97
GBR,United Kingdom,Official Core Consumer Price Inflation,1987,4.8
GHA,Ghana,Official Core Consumer Price Inflation,1987,
GRC,Greece,Official Core Consumer Price Inflation,1987,17.6
GTM,Guatemala,Official Core Consumer Price Inflation,1987,
HKG,"Hong Kong SAR, China",Official Core Consumer Price Inflation,1987,
HND,Honduras,Official Core Consumer Price Inflation,1987,
HRV,Croatia,Official Core Consumer Price Inflation,1987,
HUN,Hungary,Official Core Consumer Price Inflation,1987,
IDN,Indonesia,Official Core Consumer Price Inflation,1987,
IND,India,Official Core Consumer Price Inflation,1987,
IRL,Ireland,Official Core Consumer Price Inflation,1987,3.63
IRN,"Iran, Islamic Rep.",Official Core Consumer Price Inflation,1987,
IRQ,Iraq,Official Core Consumer Price Inflation,1987,
ISL,Iceland,Official Core Consumer Price Inflation,1987,
ISR,Israel,Official Core Consumer Price Inflation,1987,22.57
ITA,Italy,Official Core Consumer Price Inflation,1987,5.39
JOR,Jordan,Official Core Consumer Price Inflation,1987,
JPN,Japan,Official Core Consumer Price Inflation,1987,1.26
KAZ,Kazakhstan,Official Core Consumer Price Inflation,1987,
KGZ,Kyrgyz Republic,Official Core Consumer Price Inflation,1987,
KOR,"Korea, Rep.",Official Core Consumer Price Inflation,1987,3.03
KWT,Kuwait,Official Core Consumer Price Inflation,1987,
LAO,"Lao, PDR",Official Core Consumer Price Inflation,1987,
LBN,Lebanon,Official Core Consumer Price Inflation,1987,
LBY,Libya,Official Core Consumer Price Inflation,1987,
LKA,Sri Lanka,Official Core Consumer Price Inflation,1987,
LTU,Lithuania,Official Core Consumer Price Inflation,1987,
LUX,Luxembourg,Official Core Consumer Price Inflation,1987,1.0
LVA,Latvia,Official Core Consumer Price Inflation,1987,
MAC,"Macao SAR, China",Official Core Consumer Price Inflation,1987,
MAR,Morocco,Official Core Consumer Price Inflation,1987,
MEX,Mexico,Official Core Consumer Price Inflation,1987,131.8
MKD,North Macedonia,Official Core Consumer Price Inflation,1987,
MLT,Malta,Official Core Consumer Price Inflation,1987,
MNE,Montenegro,Official Core Consumer Price Inflation,1987,
MUS,Mauritius,Official Core Consumer Price Inflation,1987,
MYS,Malaysia,Official Core Consumer Price Inflation,1987,
NGA,Nigeria,Official Core Consumer Price Inflation,1987,
NIC,Nicaragua,Official Core Consumer Price Inflation,1987,
NLD,Netherlands,Official Core Consumer Price Inflation,1987,0.68
NOR,Norway,Official Core Consumer Price Inflation,1987,9.31
NZL,New Zealand,Official Core Consumer Price Inflation,1987,16.72
OMN,Oman,Official Core Consumer Price Inflation,1987,
PAN,Panama,Official Core Consumer Price Inflation,1987,
PER,Peru,Official Core Consumer Price Inflation,1987,
PHL,Philippines,Official Core Consumer Price Inflation,1987,
PNG,Papua New Guinea,Official Core Consumer Price Inflation,1987,
POL,Poland,Official Core Consumer Price Inflation,1987,33.33
PRT,Portugal,Official Core Consumer Price Inflation,1987,-3.45
PRY,Paraguay,Official Core Consumer Price Inflation,1987,
QAT,Qatar,Official Core Consumer Price Inflation,1987,
ROU,Romania,Official Core Consumer Price Inflation,1987,
RUS,Russian Federation,Official Core Consumer Price Inflation,1987,
RWA,Rwanda,Official Core Consumer Price Inflation,1987,
SAU,Saudi Arabia,Official Core Consumer Price Inflation,1987,
SDN,Sudan,Official Core Consumer Price Inflation,1987,
SEN,Senegal,Official Core Consumer Price Inflation,1987,
SGP,Singapore,Official Core Consumer Price Inflation,1987,8.26
SLB,Solomon Islands,Official Core Consumer Price Inflation,1987,
SLE,Sierra Leone,Official Core Consumer Price Inflation,1987,
SLV,El Salvador,Official Core Consumer Price Inflation,1987,
SMR,San Marino,Official Core Consumer Price Inflation,1987,
SOM,Somalia,Official Core Consumer Price Inflation,1987,
SRB,Serbia,Official Core Consumer Price Inflation,1987,
SVK,Slovakia,Official Core Consumer Price Inflation,1987,
SVN,Slovenia,Official Core Consumer Price Inflation,1987,
